C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_08_507.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_08_507.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_08_507.jpg, 0, 0, 0, 7.855935E-05
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_08_615.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_08_615.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_08_615.jpg, 0, 0, 0, 7.816788E-05
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_08_718.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_08_718.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_08_718.jpg, 0, 0, 0, 7.875809E-05
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_08_824.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_08_824.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_08_824.jpg, 0, 0, 0, 7.955628E-05
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_08_927.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_08_927.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_08_927.jpg, 0, 0.3081873, 0, 0.2162343
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_09_027.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_09_027.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_09_027.jpg, 0, 0.6114557, 0, 0.7794467
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_09_132.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_09_132.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_09_132.jpg, 0, 0.9256458, 0, 1.71541
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_09_236.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_09_236.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_09_236.jpg, 0, 1, 0, 2.902919
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_09_336.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_09_336.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_09_336.jpg, 0, 1, 0, 4.079879
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_09_438.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_09_438.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_09_438.jpg, 0, 1, 0, 5.244938
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_09_541.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_09_541.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_09_541.jpg, 0, 0.8052676, 0, 6.316824
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_09_643.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_09_643.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_09_643.jpg, 0, 0.5181224, 0, 7.029753
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_09_744.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_09_744.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_09_744.jpg, 0, 0.2216357, 0, 7.36857
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_09_850.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_09_850.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_09_850.jpg, -0.3156198, 0, 0, 7.324478
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_09_954.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_09_954.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_09_954.jpg, -0.6068133, 0.2911935, 0, 7.382998
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_10_058.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_10_058.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_10_058.jpg, -0.4581264, 0.5908073, 0, 7.839481
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_10_165.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_10_165.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_10_165.jpg, -0.1485078, 0.900426, 0, 8.692153
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_10_269.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_10_269.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_10_269.jpg, 0, 1, 0, 10.01412
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_10_372.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_10_372.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_10_372.jpg, -0.0625371, 1, 0, 11.12027
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_10_480.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_10_480.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_10_480.jpg, -0.361482, 1, 0, 11.98944
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_10_581.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_10_581.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_10_581.jpg, -0.2359155, 1, 0, 13.30886
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_10_681.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_10_681.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_10_681.jpg, 0, 1, 0, 14.28227
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_10_786.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_10_786.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_10_786.jpg, 0, 1, 0, 15.40418
C:\Users\georg\Desktop\findinglanes\Data\IMG\center_2022_09_08_17_19_10_893.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\left_2022_09_08_17_19_10_893.jpg, C:\Users\georg\Desktop\findinglanes\Data\IMG\right_2022_09_08_17_19_10_893.jpg, -0.085347, 1, 0, 16.63995
